天 下 疫 。 百 姓 内 粟 千 石 ， 拜 爵 一 级 。 五 年 ， b 将 军 骜 e 攻 m 魏 n ， 定 酸 枣 、 燕 、 虚 、 长 平 、 雍 丘 、 山 阳 城 ， 皆 拔 之 ， 取 二 十 城 。 初 置 东 郡 。 冬 雷	1	ORG	PER	1
微 卒 ， 子 报 丁 立 。 报 丁 卒 ， 子 报 乙 立 。 报 乙 卒 ， 子 报 丙 立 。 报 丙 卒 ， 子 主 壬 立 。 主 壬 卒 ， 子 主 癸 立 。 主 癸 卒 ， 子 m 天 乙 n 立 ， 是 为 b 成 汤 e 。	17	PER	PER	1
瓒 遂 骄 矜 ， 记 过 忘 善 ， 多 所 贼 害 。 虞 从 事 m 渔 阳 n b 鲜 于 辅 e 、 齐 周 、 骑 都 尉 鲜 于 银 等 ， 率 州 兵 欲 报 瓒 ， 以 燕 国 阎 柔 素 有 恩 信 ， 共 推 柔 为 乌 丸 司 马	31	LOC	PER	1
入 为 监 察 御 史 ， 累 迁 水 部 员 外 郎 ， 知 制 诰 。 b 废 帝 e 皇 子 m 重 美 n 为 河 南 尹 ， 掌 六 军 ， 以 允 刚 介 ， 乃 拜 允 给 事 中 ， 为 六 军 判 官 。 罢 ， 迁 左 散 骑 常 侍	12	PER	PER	1
b 珂 e 因 求 见 蛮 ， 愿 自 效 ， m 峦 n 推 心 信 之 。 开 运 元 年 正 月 ， 契 丹 南 寇 ， 围 贝 州 ， 命 守 南 门	1	PER	PER	1
汝 南 、 颍 川 黄 巾 何 仪 、 刘 辟 、 b 黄 邵 e 、 何 曼 等 ， 众 各 数 万 ， 初 应 袁 术 ， 又 附 m 孙 坚 n 。 二 月 ， 太 祖 进 军 讨 破 之 ， 斩 辟 、 邵 等 ， 仪 及 其 众 皆 降	9	PER	PER	1
渊 发 兵 反 ， 俭 进 军 讨 之 ， 会 连 雨 十 日 ， 辽 水 大 涨 ， 诏 俭 引 军 还 。 右 北 平 乌 丸 单 于 寇 娄 敦 、 m 辽 西 乌 丸 都 督 n b 王 护 e 留 等 居 辽 东 ， 率 部 众 随 俭 内 附	0	JOB	PER	1
b 文 帝 e 为 太 子 ， 左 右 长 御 贺 后 曰 “ m 将 军 n 拜 太 子 ， 天 下 莫 不 欢 喜 ， 后 当 倾 府 藏 赏 赐 ” 后 曰 “ 王 自 以 丕 年 大 ， 故 用 为 嗣 ， 我 但 当 以 免 无 教 导 之 过 为 幸 耳 ， 亦 何 为 当 重 赐 遗 乎 ” 长 御 还 ， 具 以 语 太 祖	4	PER	PER	1
初 ， 汉 熹 平 五 年 ， 黄 龙 见 谯 ， 光 禄 大 夫 桥 玄 问 太 史 令 m 单 飏 n b 飏 e “ 此 何 祥 也 ” 曰 “ 其 国 后 当 有 王 者 兴 ， 不 及 五 十 年 ， 亦 当 复 见	17	PER	PER	1
赟 入 为 枢 密 使 ， 敏 拜 吏 部 侍 郎 。 是 时 ， 晋 高 祖 起 太 原 ， 乞 兵 契 丹 。 唐 废 帝 在 怀 州 ， 赵 德 钧 父 子 有 异 志 ， b 张 敬 达 e 屯 于 m 晋 安 n ， 势 甚 危 急	8	LOC	PER	1
光 启 元 年 ， m 河 中 n b 王 重 荣 e 与 宦 者 田 令 孜 有 隙 ， 徙 重 荣 兖 州 ， 以 定 州 王 处 存 为 中 节 度 使 ， 诏 克 用 以 兵 护 处 存 之 镇	16	LOC	PER	1
高 祖 义 峦 所 为 ， 乃 以 书 告 契 丹 ， 使 解 兵 去 。 高 祖 召 b 峦 e ， 以 为 武 宁 军 节 度 副 使 、 m 谏 议 大 夫 n 、 复 州 防 御 使 。	2	JOB	PER	1
田 荣 闻 项 羽 徙 b 齐 王 e 市 胶 东 ， 而 立 m 齐 将 田 都 n 为 王 ， 乃 大 怒 ， 不 肯 遣 王 之 胶 东 ， 因 以 齐 反 ， 迎 击 田 都 。 田 都 走 楚	4	PER	PER	1
梁 伯 、 芮 伯 来 朝 。 二 年 ， 初 伏 ， 以 狗 御 蛊 。 b 德 公 e 生 三 十 三 岁 而 立 ， 立 二 年 卒 。 生 子 三 人 ： 长 子 宣 公 ， 中 子 成 公 ， 少 子 m 穆 公 n 。 长 子 宣 公 立 。	12	PER	PER	1
成 王 既 迁 殷 遗 民 ， 周 公 以 王 命 告 ， 作 多 士 、 无 佚 。 召 公 为 保 ， b 周 公 e 为 m 师 n ， 东 伐 淮 夷 ， 残 奄 ， 迁 其 君 薄 姑 。 成 王 自 奄 归 ， 在 宗 周 ， 作 多 方	2	JOB	PER	1
b 承 业 e 知 不 可 谏 ， 乃 仰 天 大 哭 曰 “ 吾 王 自 取 之 。 误 我 奴 矣 ” 肩 舆 归 m 太 原 n ， 不 食 而 卒 ， 年 七 十 七 。 同 光 元 年 ， 赠 左 武 卫 上 将 军 ， 谥 曰 正 宪 。	21	LOC	PER	1
已 而 延 祚 又 为 守 光 所 败 ， 兖 见 杀 。 守 光 怒 兖 ， 并 族 其 家 。 琦 年 十 五 ， 见 执 ， 将 就 刑 ， b 兖 e 故 客 m 赵 玉 n 绐 其 监 者 曰 “ 此 吾 弟 也 ” 监 者 信 之 ， 纵 琦 去	28	PER	PER	1
○ 孔 谦 b 孔 谦 e ， 魏 州 人 也 ， 为 魏 州 孔 目 官 。 魏 博 入 于 晋 ， 庄 宗 以 为 m 度 支 使 n 。 谦 为 人 勤 敏 ， 而 倾 巧 善 事 人 ， 庄 宗 及 其 左 右 皆 悦 之	2	JOB	PER	1
魏 献 安 邑 ， 秦 出 其 人 ， 募 徙 河 东 赐 爵 ， 赦 罪 人 迁 之 。 泾 阳 君 封 m 宛 n 。 二 十 二 年 ， 蒙 武 伐 齐 。 河 东 为 九 县 。 与 b 楚 王 e 会 。 与 赵 王 会 中 阳	31	LOC	PER	1
惠 公 立 十 年 卒 ， 子 悼 公 立 。 悼 公 二 年 ， 齐 臣 田 乞 弑 其 君 m 孺 子 n ， 立 其 兄 b 阳 生 e ， 是 为 悼 公 。 六 年 ， 吴 败 齐 师 。 齐 人 弑 悼 公 ， 立 其 子 简 公	36	PER	PER	1
岁 馀 ， 复 归 世 父 。 七 年 春 ， m 周 n 幽 王 用 襃 姒 废 太 子 ， 立 襃 姒 子 为 適 ， 数 欺 诸 侯 ， 诸 侯 叛 之 。 西 戎 犬 戎 与 b 申 侯 e 伐 ， 杀 幽 王 郦 山 下	41	ORG	PER	1
十 年 ， 楚 怀 王 入 朝 秦 ， b 秦 e 留 之 。 薛 文 以 金 受 免 。 楼 缓 为 丞 相 。 十 一 年 ， 齐 、 韩 、 m 魏 n 、 赵 、 宋 、 中 山 五 国 共 攻 ， 至 盐 氏 而 还	32	ORG	ORG	1
母 钟 氏 ， 父 名 泰 章 。 b 煜 e 尊 母 曰 圣 尊 后 。 立 妃 周 氏 为 国 后 。 封 弟 从 善 韩 王 ， m 从 益 n 郑 王 ， 从 谦 宜 春 王 ， 从 度 昭 平 郡 公 ， 从 信 文 阳 郡 公 。 大 赦 境 内	18	PER	PER	1
后 质 位 至 宰 相 ， 封 鲁 国 公 ， 官 至 太 子 太 傅 ， 皆 与 凝 同 ， 当 时 以 为 荣 焉 。 ○ 赵 莹 b 赵 莹 e ， 字 m 玄 辉 n ， 华 州 华 阴 人 也 。 为 人 纯 厚 ， 美 风 仪	34	PER	PER	1
同 郡 徐 荣 为 董 卓 中 郎 将 ， 荐 度 为 辽 东 太 守 。 度 起 玄 菟 小 吏 ， 为 辽 东 郡 所 轻 。 先 时 ， m 属 国 n b 公 孙 昭 e 守 襄 平 令 ， 召 度 子 康 为 伍 长	31	LOC	PER	1
践 帝 位 三 十 九 年 ， 南 巡 狩 ， 崩 於 苍 梧 之 野 。 葬 於 b 江 南 九 疑 e ， 是 为 m 零 陵 n 。 舜 之 践 帝 位 ， 载 天 子 旗 ， 往 朝 父 瞽 叟 ， 夔 夔 唯 谨 ， 如 子 道	4	LOC	LOC	1
己 卯 ， 阅 稼 于 西 苑 。 九 月 壬 寅 ， 行 营 招 讨 使 左 卫 上 将 军 陈 晖 克 襄 州 ， 执 其 首 恶 李 洪 。 丁 未 ， m 保 义 军 节 度 使 n b 王 檀 e 为 潞 州 东 面 行 营 招 讨 使	0	JOB	PER	1
割 m 河 内 n 之 荡 阴 、 b 朝 歌 e 、 林 虑 ， 东 郡 之 卫 国 、 顿 丘 、 东 武 阳 、 发 干 ， 钜 鹿 之 瘿 陶 、 曲 周 、 南 和 ， 广 平 之 任 城 ， 赵 之 襄 国 、 邯 郸 、 易 阳 以 益 魏 郡 。	27	LOC	LOC	1
卷 二 十 九 · 晋 臣 传 第 十 七 ○ 桑 维 翰 b 桑 维 翰 e ， 字 国 侨 ， m 河 南 n 人 也	19	LOC	PER	1
建 隆 二 年 ， 景 迁 南 都 ， 立 煜 为 太 子 ， 留 监 国 。 景 卒 ， m 煜 n 嗣 立 于 金 陵 。 母 钟 氏 ， 父 名 b 泰 章 e 。 尊 母 曰 圣 尊 后 。 立 妃 周 氏 为 国 后	3	PER	PER	1
庚 戌 ， 大 赦 。 五 月 乙 亥 ， 月 犯 心 距 星 ， 又 犯 中 央 大 星 。 六 月 ， 省 m 渔 阳 郡 n 之 b 狐 奴 县 e ， 复 置 安 乐 县 。	27	LOC	LOC	1
王 之 河 南 。 正 月 ， 彗 星 见 东 方 。 十 月 ， b 桓 齮 e 攻 m 赵 n 。 十 四 年 ， 攻 军 於 平 阳 ， 取 宜 安 ， 破 之 ， 杀 其 将 军 。 齮 定 平 阳 、 武 城	11	ORG	PER	1
暹 、 奉 不 能 奉 王 法 ， 各 出 奔 ， 寇 徐 、 扬 间 ， 为 刘 备 所 杀 。 董 承 从 太 祖 岁 馀 ， 诛 。 建 安 二 年 ， 遣 m 谒 者 仆 射 n b 裴 茂 e 率 关 西 诸 将 诛 傕 ， 夷 三 族	0	JOB	PER	1
m 昪 n 客 b 冯 延 巳 e 好 论 兵 大 言 ， 尝 诮 曰 “ 田 舍 翁 安 能 成 大 事 ” 而 志 在 守 吴 旧 地 而 已 ， 无 复 经 营 之 略 也 ， 然 吴 人 亦 赖 以 休 息 。	5	PER	PER	1
袁 绍 虽 有 大 志 ， 而 见 事 迟 ， 必 不 动 也 ” 郭 嘉 亦 劝 公 ， 遂 东 击 b 备 e ， 破 之 ， 生 禽 其 将 m 夏 侯 博 n 。 走 奔 绍 ， 获 其 妻 子	1	PER	PER	1
妻 子 依 术 故 吏 庐 江 太 守 刘 勋 ， 孙 策 破 勋 ， 复 见 收 视 。 b 术 e 女 入 孙 权 宫 ， 子 m 耀 n 拜 郎 中 ， 女 又 配 於 权 子 奋 。 刘 表 字 景 升 ， 山 阳 高 平 人 也	12	PER	PER	1
汝 南 、 颍 川 m 黄 巾 n 何 仪 、 刘 辟 、 黄 邵 、 b 何 曼 e 等 ， 众 各 数 万 ， 初 应 袁 术 ， 又 附 孙 坚 。 二 月 ， 太 祖 进 军 讨 破 之 ， 斩 辟 、 邵 等 ， 仪 及 其 众 皆 降	5	ORG	PER	1
都 尉 董 翳 者 ， 本 劝 章 邯 降 楚 。 故 立 司 马 欣 为 塞 王 ， 王 咸 阳 以 东 至 河 ， 都 栎 阳 。 立 m 董 n 翳 n 为 b 翟 王 e ， 王 上 郡 ， 都 高 奴	17	PER	PER	1
七 月 ， 朱 珍 杀 李 唐 宾 ， 王 如 萧 县 ， 执 珍 杀 之 ， 遂 攻 徐 州 。 冬 ， 大 雨 ， 水 ， 不 能 军 而 旋 。 初 ， b 秦 宗 权 e 遣 其 弟 m 宗 衡 n 掠 地 淮 南	18	PER	PER	1
灵 帝 崩 ， 代 王 叡 为 荆 州 刺 史 。 是 时 山 东 兵 起 ， 表 亦 合 兵 军 襄 阳 。 b 袁 术 e 之 在 m 南 阳 n 也 ， 与 孙 坚 合 从 ， 欲 袭 夺 表 州 ， 使 坚 攻 表	8	LOC	PER	1
明 年 ， 昪 镇 金 陵 ， 留 景 为 司 徒 、 同 平 章 事 ， 与 宋 齐 丘 、 王 令 谋 居 广 陵 ， 辅 杨 溥 。 昪 将 篡 国 ， 召 b 景 e 归 金 陵 为 m 副 都 统 n 。 昪 立 ， 封 齐 王	2	JOB	PER	1
遂 以 五 月 诛 元 世 哲 、 景 式 等 二 十 五 家 ， 馀 十 九 家 并 禁 止 之 。 b 韶 e 幽 於 m 京 畿 地 牢 n ， 绝 食 ， 啖 衣 袖 而 死 。	8	LOC	PER	1
卷 一 · 五 帝 本 纪 第 一 m 黄 帝 n 者 ， b 少 典 e 之 子 ， 姓 公 孙 ， 名 曰 轩 辕 。 生 而 神 灵 ， 弱 而 能 言 ， 幼 而 徇 齐 ， 长 而 敦 敏 ， 成 而 聪 明	3	PER	PER	1
三 年 春 正 月 丁 亥 ， m 太 尉 n b 宣 王 e 还 至 河 内 ， 帝 驿 马 召 到 ， 引 入 卧 内 ， 执 其 手 谓 曰 “ 吾 疾 甚 ， 以 后 事 属 君 ， 君 其 与 爽 辅 少 子	0	JOB	PER	1
夏 四 月 庚 子 ， 司 徒 韩 暨 薨 。 壬 寅 ， 分 m 沛 国 n b 萧 e 、 相 、 竹 邑 、 符 离 、 蕲 、 铚 、 龙 亢 、 山 桑 、 洨 、 虹 〔 洨 音 胡 交 反 。 虹 音 绛 。 〕 十 县 为 汝 阴 郡	27	LOC	LOC	1
汉 王 亦 与 数 十 骑 从 城 西 门 出 ， 走 成 皋 。 b 项 王 e 见 m 纪 信 n ， 问 “ 汉 王 安 在 ” 曰 “ 汉 王 已 出 矣 ” 王 烧 杀 信 。	15	PER	PER	1
十 二 年 ， 伐 荡 氏 ， 取 之 。 宁 公 生 十 岁 立 ， 立 十 二 年 卒 ， 葬 西 山 。 生 子 三 人 ， 长 男 武 公 为 太 子 。 武 公 弟 m 德 公 n ， 同 母 b 鲁 姬 子 e 。 生 出 子	3	PER	PER	1
既 立 ， 又 改 名 璟 。 徐 温 死 ， 昪 专 政 ， 以 为 兵 部 尚 书 、 参 知 政 事 。 明 年 ， 昪 镇 金 陵 ， 留 景 为 司 徒 、 同 平 章 事 ， 与 b 宋 齐 丘 e 、 王 令 谋 居 m 广 陵 n ， 辅 杨 溥	8	LOC	PER	1
以 作 著 诏 下 藏 之 台 阁 ， 永 为 后 式 ” 至 太 和 四 年 春 ， 明 帝 乃 追 谥 太 后 祖 父 广 曰 开 阳 恭 侯 ， 父 远 曰 敬 侯 ， 祖 母 b 周 e 封 阳 都 君 及 m 敬 侯 夫 人 n ， 皆 赠 印 绶	6	PER	PER	1
九 月 ， 行 幸 摩 陂 ， 治 许 昌 宫 ， 起 景 福 、 承 光 殿 。 冬 十 月 ， 殄 夷 将 军 b 田 豫 e 帅 众 讨 吴 将 周 m 贺 n 於 成 山 ， 杀 。 十 一 月 丙 寅 ， 太 白 昼 见	15	PER	PER	1
四 年 ， 封 昪 东 海 郡 王 。 昪 照 鉴 见 白 须 ， 顾 其 吏 b 周 宗 e m 宗 n 叹 曰 “ 功 业 已 就 ， 而 吾 老 矣 ， 奈 何 ” 知 其 意 ， 驰 诣 广 陵 见 宋 齐 丘 ， 谋 禅 代	10	PER	PER	1
十 一 月 ， 以 步 骑 八 万 讲 武 于 铜 桥 。 杨 溥 卒 于 丹 阳 宫 。 b 溥 e 子 m 琏 n 为 吴 太 子 时 ， 昪 以 女 妻 之 ， 及 昪 篡 国 ， 封 其 女 永 兴 公 主	12	PER	PER	1
b 昪 e 以 册 尊 溥 曰 “ 受 禅 老 臣 知 诰 ， 谨 上 册 皇 帝 为 高 尚 思 玄 弘 古 让 皇 帝 ” 追 尊 徐 温 为 忠 武 皇 帝 ， 封 子 m 景 n 为 吴 王 ， 封 徐 氏 子 知 证 江 王 ， 知 谔 饶 王	12	PER	PER	1
武 公 元 年 ， 伐 彭 戏 氏 ， 至 于 华 山 下 ， 居 平 阳 封 宫 。 三 年 ， 诛 三 父 等 而 夷 三 族 ， 以 其 杀 出 子 也 。 m 郑 n b 高 渠 眯 e 杀 其 君 昭 公	5	ORG	PER	1
卷 一 · 梁 本 纪 第 一 太 祖 神 武 元 圣 孝 皇 帝 ， 姓 朱 氏 ， 宋 州 m 砀 山 n b 午 沟 里 e 人 也 。 其 父 诚 ， 以 《 五 经 》 教 授 乡 里 ， 生 三 子 ， 曰 全 昱 、 存 、 温	27	LOC	LOC	1
太 祖 破 南 皮 ， b 柔 e 将 部 曲 及 鲜 卑 献 名 马 以 奉 军 ， 从 征 三 郡 乌 丸 ， 以 功 封 m 关 内 侯 n 。 辅 亦 率 其 众 从	6	PER	PER	1
汉 高 祖 即 位 ， 徙 赞 镇 永 兴 ， 赞 入 朝 京 师 ， 留 思 绾 兵 数 百 人 于 m 永 n 兴 n 。 高 祖 遣 b 王 景 崇 e 至 兴 ， 与 齐 藏 珍 以 兵 迎 回 鹘 ， 阴 以 西 事 属 之	40	LOC	PER	1
朝 廷 患 之 ， 拜 景 崇 邠 州 留 后 ， 以 赵 晖 为 凤 翔 节 度 使 。 b 景 崇 e 乃 叛 ， 尽 杀 m 侯 益 n 家 属 ， 与 赵 思 绾 共 推 李 守 贞 为 秦 王 ， 隐 帝 即 以 赵 晖 讨 之	15	PER	PER	1
虽 然 ， 不 可 以 不 戒 。 作 《 宦 者 传 》 。 ○ 张 承 业 b 张 承 业 e ， 字 m 继 元 n ， 唐 僖 宗 时 宦 者 也 。 本 姓 康 ， 幼 阉 ， 为 内 常 侍 张 泰 养 子	34	PER	PER	1
○ 王 松 王 松 ， 父 徽 ， 为 唐 僖 宗 宰 相 。 b 松 e 举 进 士 ， 后 唐 时 ， 历 刑 部 郎 中 ， 唐 末 ， 从 事 方 镇 。 m 晋 高 祖 n 镇 太 原 ， 辟 节 度 判 官	1	PER	PER	1
子 其 悉 心 雪 耻 ， 毋 怠 ” 遂 复 三 人 官 秩 如 故 ， 愈 益 厚 之 。 三 十 四 年 ， m 楚 n b 太 子 商 臣 e 弑 其 父 成 王 代 立 。 缪 公 於 是 复 使 孟 明 视 等 将 兵 伐 晋 ， 战 于 彭 衙	5	ORG	PER	1
禧 诛 后 ， 兄 翼 、 树 等 五 人 相 继 南 奔 ， 故 b 坦 e 得 承 袭 ， 改 封 敷 城 王 。 永 安 初 ， 复 本 封 咸 阳 郡 王 ， 累 迁 m 侍 中 n 。	14	JOB	PER	1
二 年 春 正 月 ， 宣 王 攻 破 新 城 ， 斩 达 ， 传 其 首 。 分 m 新 n 城 n 之 上 庸 、 b 武 陵 e 、 巫 县 为 上 庸 郡 ， 锡 县 为 锡 郡 。	27	LOC	LOC	1
重 荣 既 不 肯 徙 ， 僖 宗 遣 邠 州 朱 玫 、 m 凤 翔 n b 李 昌 符 e 讨 之 。 克 用 反 以 兵 助 重 荣 ， 败 玫 于 沙 苑 ， 遂 犯 京 师 ， 纵 火 大 掠 。 天 子 出 居 于 兴 元 ， 克 用 退 屯 河 中	16	LOC	PER	1
及 惠 王 即 位 ， 夺 其 大 臣 园 以 为 囿 ， 故 大 夫 边 伯 等 五 人 作 乱 ， 谋 召 燕 、 卫 师 ， 伐 惠 王 。 b 惠 王 e 奔 m 温 n ， 已 居 郑 之 栎 。 立 釐 王 弟 穨 为 王	13	LOC	PER	1
今 焚 烧 宫 室 ， 劫 迁 天 子 ， 海 内 震 动 ， 不 知 所 归 ， 此 天 亡 之 时 也 。 一 战 而 天 下 定 矣 ， 不 可 失 也 ” 遂 引 兵 西 ， 将 据 成 皋 。 m 邈 n 遣 将 b 卫 兹 e 分 兵 随 太 祖	5	PER	PER	1
明 帝 即 位 ， 尊 m 太 后 n 曰 b 太 皇 太 后 e 。 黄 初 中 ， 文 帝 欲 追 封 后 父 母 ， 尚 书 陈 群 奏 曰 “ 陛 下 以 圣 德 应 运 受 命 ， 创 业 革 制 ， 当 永 为 后 式	17	PER	PER	1
西 平 麹 英 反 ， 杀 临 羌 令 、 西 都 长 ， 遣 将 军 郝 昭 、 鹿 磐 讨 斩 之 。 二 月 辛 未 ， 帝 耕 於 籍 田 。 辛 巳 ， 立 b 文 昭 皇 后 e 寝 庙 於 m 邺 n 。 丁 亥 ， 朝 日 于 东 郊	21	LOC	PER	1
晋 高 祖 镇 太 原 ， 辟 b 松 e 节 度 判 官 。 晋 高 祖 即 位 ， 拜 右 谏 议 大 夫 ， 累 拜 m 工 部 尚 书 n 。 出 帝 北 迁 ， 萧 翰 立 许 王 从 益 于 京 师 ， 以 为 左 丞 相	2	JOB	PER	1
龙 敏 ， 字 欲 讷 ， 幽 州 永 清 人 也 。 少 仕 州 ， 摄 参 军 。 刘 守 光 乱 ， 敏 避 之 沧 州 ， 遂 客 于 梁 ， 久 不 调 。 m 敏 n 素 善 b 冯 道 e ， 道 为 唐 庄 宗 从 事 ， 乃 潜 往 依 之	30	PER	PER	1
m 王 昕 n b 昕 e ， 字 元 景 ， 北 海 剧 人 。 六 世 祖 猛 ， 秦 苻 坚 丞 相 ， 家 於 华 山 之 鄜 城 。 父 云 ， 仕 魏 朝 有 名 望 。 少 笃 学 读 书 ， 太 尉 汝 南 王 悦 辟 骑 兵 参 军	17	PER	PER	1
后 重 威 出 降 ， 高 祖 以 行 周 为 天 雄 军 节 度 使 ， 行 周 辞 不 敢 受 ， 高 祖 遣 苏 逢 吉 谕 之 曰 “ 吾 当 为 尔 徙 彦 超 ” 行 周 乃 受 ， 而 b 彦 超 e 徙 镇 m 泰 宁 n 。	22	LOC	PER	1
项 羽 由 是 始 为 诸 侯 上 将 军 ， 诸 侯 皆 属 焉 。 b 章 邯 e 军 m 棘 原 n ， 项 羽 军 漳 南 ， 相 持 未 战 。 秦 军 数 卻 ， 二 世 使 人 让 邯 。 邯 恐 ， 使 长 史 欣 请 事	8	LOC	PER	1
其 民 燠 ， 鸟 兽 氄 毛 。 岁 三 百 六 十 六 日 ， 以 闰 月 正 四 时 。 信 饬 百 官 ， 众 功 皆 兴 。 b 尧 e 曰 “ 谁 可 顺 此 事 ” 放 齐 曰 “ 嗣 子 m 丹 朱 n 开 明 ” 曰 “ 吁	12	PER	PER	1
民 诉 于 官 ， 不 能 决 ， 以 闻 。 庄 宗 下 公 卿 博 士 ， 问 故 唐 诸 帝 陵 寝 所 在 。 公 卿 博 士 言 “ b 丹 阳 e 在 今 m 润 州 n ， 而 竟 陵 非 唐 事	23	LOC	LOC	1
景 之 水 军 多 败 ， 长 淮 之 舟 ， 皆 为 周 师 所 得 。 又 造 齐 云 船 数 百 艘 ， b 世 宗 e 至 楚 州 m 北 神 堰 n ， 齐 云 舟 大 ， 不 能 过 ， 乃 开 老 鹳 河 以 通 之 ， 遂 至 大 江	13	LOC	PER	1
